area_type,location,total_sqft,bath,balcony,price,bhk,price_per_sqft,total_rooms
Super built-up  Area,Kasavanhalli,4000.0,4.0,2.0,325.0,4.0,8125.0,8.0
Super built-up  Area,Hebbal,3900.0,4.0,2.0,410.0,4.0,10512.820512820514,8.0
Super built-up  Area,Old Madras Road,1300.0,2.0,2.0,100.0,2.0,7692.307692307692,4.0
Super built-up  Area,Raja Rajeshwari Nagar,1419.0,2.0,1.0,60.42,2.0,4257.928118393234,4.0
Super built-up  Area,Other,1310.0,2.0,1.0,55.0,3.0,4198.473282442748,5.0
Super built-up  Area,Thigalarapalya,2072.0,4.0,2.0,152.0,3.0,7335.907335907336,7.0
Built-up  Area,Kaggadasapura,1240.0,2.0,1.0,58.58,2.0,4724.193548387097,4.0
Built-up  Area,Chamrajpet,1565.0,3.0,2.0,98.91,3.0,6320.127795527156,6.0
Super built-up  Area,Budigere,1820.0,3.0,2.0,89.0,3.0,4890.10989010989,6.0
Plot  Area,Gubbalala,2500.0,3.0,1.0,88.0,3.0,3520.0,6.0
Plot  Area,KR Puram,3657.0,5.0,2.0,310.0,5.0,8476.89362865737,10.0
Super built-up  Area,Hosa Road,1245.0,2.0,1.0,62.0,2.0,4979.919678714859,4.0
Super built-up  Area,GM Palaya,1315.0,3.0,1.0,65.0,3.0,4942.9657794676805,6.0
Super built-up  Area,Kenchenahalli,1410.0,2.0,2.0,73.0,3.0,5177.304964539007,5.0
Super built-up  Area,Dasarahalli,1375.0,2.0,1.0,60.0,2.0,4363.636363636364,4.0
Super built-up  Area,Old Madras Road,1299.0,2.0,2.0,95.0,2.0,7313.317936874519,4.0
Super built-up  Area,Other,993.0,2.0,3.0,45.5,2.0,4582.074521651561,4.0
Plot  Area,Bommasandra Industrial Area,1200.0,3.0,0.0,45.0,2.0,3750.0,5.0
Super built-up  Area,Other,985.0,2.0,1.0,156.0,2.0,15837.56345177665,4.0
Built-up  Area,Other,2400.0,5.0,3.0,180.0,4.0,7500.0,9.0
Super built-up  Area,Hebbal,1255.0,2.0,1.0,95.0,3.0,7569.721115537848,5.0
Super built-up  Area,Hoodi,1655.0,3.0,2.0,131.0,3.0,7915.407854984895,6.0
Super built-up  Area,Whitefield,2830.0,5.0,3.0,190.0,4.0,6713.780918727915,9.0
Super built-up  Area,Other,6000.0,1.0,1.0,276.0,1.0,4600.0,2.0
Super built-up  Area,Other,825.0,2.0,1.0,40.0,1.0,4848.484848484848,3.0
Super built-up  Area,Begur Road,1634.0,3.0,1.0,111.0,3.0,6793.145654834761,6.0
Super built-up  Area,Banaswadi,1222.0,2.0,2.0,80.0,2.0,6546.6448445171845,4.0
Super built-up  Area,Gottigere,1500.0,3.0,2.0,63.0,3.0,4200.0,6.0
Super built-up  Area,Akshaya Nagar,1890.0,4.0,2.0,100.0,3.0,5291.005291005291,7.0
Built-up  Area,Hegde Nagar,3750.0,6.0,2.0,375.0,4.0,10000.0,10.0
Super built-up  Area,Hulimavu,850.0,1.0,1.0,39.5,2.0,4647.058823529412,3.0
Super built-up  Area,Whitefield,1295.0,2.0,3.0,78.5,2.0,6061.776061776061,4.0
Super built-up  Area,Sarjapur  Road,1320.0,2.0,1.0,100.0,2.0,7575.757575757576,4.0
Plot  Area,Hebbal,1200.0,4.0,2.0,225.0,4.0,18750.0,8.0
Built-up  Area,2nd Stage Nagarbhavi,3000.0,3.0,3.0,170.0,4.0,5666.666666666667,7.0
Built-up  Area,Harlur,1197.0,2.0,1.0,82.0,2.0,6850.459482038429,4.0
Super built-up  Area,Other,1320.0,2.0,3.0,60.0,3.0,4545.454545454545,5.0
Super built-up  Area,Whitefield,840.0,1.0,1.0,57.6,1.0,6857.142857142857,2.0
Super built-up  Area,Whitefield,640.0,1.0,0.0,19.83,1.0,3098.4374999999995,2.0
Super built-up  Area,Raja Rajeshwari Nagar,1693.0,3.0,1.0,71.38,3.0,4216.184288245718,6.0
Super built-up  Area,Kodihalli,1000.0,2.0,1.0,62.0,2.0,6200.0,4.0
Built-up  Area,Babusapalaya,1305.0,2.0,1.0,70.0,2.0,5363.984674329502,4.0
Built-up  Area,Kodichikkanahalli,450.0,1.0,1.0,18.0,1.0,4000.0,2.0
Super built-up  Area,CV Raman Nagar,705.0,1.0,1.0,57.0,1.0,8085.106382978724,2.0
Built-up  Area,Tumkur Road,4800.0,5.0,2.0,150.0,5.0,3125.0,10.0
Built-up  Area,Other,5000.0,5.0,2.0,600.0,4.0,12000.0,9.0
Plot  Area,Gubbalala,5000.0,4.0,3.0,425.0,4.0,8500.0,8.0
Built-up  Area,Whitefield,1991.0,3.0,2.0,104.0,3.0,5223.505775991964,6.0
Super built-up  Area,Battarahalli,1779.0,3.0,2.0,90.0,3.0,5059.02192242833,6.0
Plot  Area,Whitefield,10200.0,4.0,1.0,1250.0,4.0,12254.901960784313,8.0
Super built-up  Area,Banaswadi,870.0,2.0,2.0,38.0,2.0,4367.816091954023,4.0
Super built-up  Area,Thanisandra,1595.0,3.0,2.0,120.0,3.0,7523.510971786834,6.0
Plot  Area,Other,2400.0,4.0,2.0,420.0,6.0,17500.0,10.0
Super built-up  Area,Iblur Village,2000.0,4.0,2.0,138.0,3.0,6900.0,7.0
Super built-up  Area,Yelahanka,1614.0,3.0,2.0,93.0,3.0,5762.081784386617,6.0
Super built-up  Area,Gottigere,1200.0,2.0,3.0,40.0,2.0,3333.3333333333335,4.0
Built-up  Area,Electronic City Phase II,1150.0,3.0,3.0,46.0,3.0,4000.0,6.0
Super built-up  Area,Indira Nagar,3200.0,4.0,2.0,440.0,4.0,13750.0,8.0
Super built-up  Area,Sonnenahalli,1610.0,3.0,2.0,80.48,3.0,4998.757763975155,6.0
Super built-up  Area,Whitefield,1190.0,2.0,2.0,41.0,2.0,3445.378151260504,4.0
Super built-up  Area,Other,1050.0,2.0,2.0,50.0,2.0,4761.9047619047615,4.0
Plot  Area,Other,4800.0,5.0,2.0,420.0,4.0,8750.0,9.0
Super built-up  Area,7th Phase JP Nagar,1460.0,2.0,1.0,97.0,3.0,6643.835616438356,5.0
Super built-up  Area,Other,3400.0,3.0,3.0,400.0,3.0,11764.70588235294,6.0
Plot  Area,Other,600.0,1.0,0.0,33.0,1.0,5500.0,2.0
Built-up  Area,Other,1569.0,3.0,0.0,70.0,3.0,4461.440407903123,6.0
Built-up  Area,Other,2600.0,3.0,2.0,147.0,3.0,5653.846153846154,6.0
Super built-up  Area,Electronics City Phase 1,645.0,1.0,0.0,42.5,1.0,6589.147286821705,2.0
Plot  Area,Other,1200.0,3.0,1.0,180.0,4.0,15000.0,7.0
Built-up  Area,Mico Layout,800.0,2.0,1.0,80.0,2.0,10000.0,4.0
Super built-up  Area,Marathahalli,1350.0,2.0,1.0,90.0,2.0,6666.666666666667,4.0
Super built-up  Area,BTM 2nd Stage,2780.0,4.0,1.0,325.0,3.0,11690.647482014389,7.0
Super built-up  Area,Other,1410.0,2.0,2.0,45.12,3.0,3200.0,5.0
Super built-up  Area,Whitefield,1109.0,2.0,1.0,35.47,2.0,3198.376916140667,4.0
Super built-up  Area,Other,2000.0,3.0,2.0,1063.0,4.0,53150.0,7.0
Built-up  Area,Other,800.0,1.0,0.0,72.0,1.0,9000.0,2.0
Super built-up  Area,Bannerghatta Road,1215.0,2.0,1.0,68.0,2.0,5596.707818930041,4.0
Built-up  Area,Prithvi Layout,2273.0,4.0,2.0,192.0,3.0,8446.986361636604,7.0
Super built-up  Area,Varthur Road,1255.0,2.0,2.0,52.76,2.0,4203.98406374502,4.0
Super built-up  Area,Other,1020.0,2.0,1.0,49.0,2.0,4803.921568627451,4.0
Super built-up  Area,Other,1225.0,2.0,2.0,82.0,3.0,6693.877551020408,5.0
Super built-up  Area,Singasandra,1120.0,2.0,1.0,60.0,2.0,5357.142857142857,4.0
Plot  Area,Other,2400.0,5.0,3.0,625.0,5.0,26041.666666666668,10.0
Super built-up  Area,Kasavanhalli,1225.0,2.0,1.0,69.0,3.0,5632.65306122449,5.0
Plot  Area,Whitefield,5200.0,5.0,3.0,242.0,4.0,4653.846153846154,9.0
Built-up  Area,Indira Nagar,4000.0,4.0,1.0,700.0,4.0,17500.0,8.0
Super built-up  Area,Sarjapur  Road,1984.0,4.0,1.0,145.0,3.0,7308.467741935484,7.0
Super built-up  Area,Old Madras Road,2425.0,3.0,1.0,197.0,3.0,8123.711340206186,6.0
Plot  Area,ITPL,1200.0,3.0,1.0,56.12,3.0,4676.666666666667,6.0
Super built-up  Area,Bommasandra,1127.0,2.0,1.0,45.0,2.0,3992.9015084294588,4.0
Built-up  Area,Whitefield,1655.0,3.0,2.0,97.0,3.0,5861.027190332326,6.0
Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1.0,2800.0,2.0
Plot  Area,Varthur,1200.0,3.0,1.0,68.38,3.0,5698.333333333333,6.0
Super built-up  Area,Kaggadasapura,1000.0,2.0,2.0,43.0,2.0,4300.0,4.0
Super built-up  Area,CV Raman Nagar,1225.0,2.0,2.0,47.88,2.0,3908.5714285714284,4.0
Super built-up  Area,Hormavu,1350.0,2.0,2.0,45.0,2.0,3333.3333333333335,4.0
Super built-up  Area,Sahakara Nagar,1175.0,2.0,3.0,49.0,2.0,4170.212765957447,4.0
Super built-up  Area,Other,655.0,1.0,2.0,27.0,1.0,4122.137404580153,2.0
Super built-up  Area,Hosa Road,1311.0,2.0,1.0,84.86,3.0,6472.921434019832,5.0
Carpet  Area,CV Raman Nagar,1000.0,2.0,1.0,38.5,2.0,3850.0,4.0
Super built-up  Area,Other,1196.0,2.0,1.0,96.0,2.0,8026.755852842809,4.0
Built-up  Area,Kanakpura Road,1050.0,2.0,1.0,59.0,3.0,5619.047619047619,5.0
Super built-up  Area,Somasundara Palya,1275.0,2.0,2.0,52.0,3.0,4078.4313725490197,5.0
Carpet  Area,Other,927.0,2.0,1.0,50.0,2.0,5393.743257820927,4.0
Super built-up  Area,Varthur,1520.0,2.0,3.0,61.0,3.0,4013.157894736842,5.0
Plot  Area,Other,2400.0,5.0,2.0,395.0,4.0,16458.333333333332,9.0
Built-up  Area,Hebbal,1333.0,2.0,1.0,104.0,2.0,7801.950487621905,4.0
Super built-up  Area,Other,600.0,1.0,0.0,18.0,1.0,3000.0,2.0
Super built-up  Area,Abbigere,1326.0,2.0,1.0,34.8,3.0,2624.434389140271,5.0
Built-up  Area,Koramangala,1370.0,2.0,2.0,125.0,2.0,9124.087591240876,4.0
Super built-up  Area,Koramangala,1100.0,2.0,2.0,85.0,2.0,7727.272727272727,4.0
Super built-up  Area,Haralur Road,1650.0,3.0,3.0,100.0,3.0,6060.606060606061,6.0
Super built-up  Area,Kasavanhalli,1917.0,3.0,2.0,132.0,3.0,6885.758998435055,6.0
Super built-up  Area,Billekahalli,950.0,2.0,1.0,58.11,2.0,6116.8421052631575,4.0
Super built-up  Area,Other,1175.0,2.0,1.0,48.72,2.0,4146.382978723404,4.0
Super built-up  Area,8th Phase JP Nagar,1089.0,2.0,1.0,43.55,2.0,3999.0817263544536,4.0
Super built-up  Area,Kalena Agrahara,1804.0,3.0,2.0,175.0,3.0,9700.665188470066,6.0
Super built-up  Area,Hoodi,1257.0,2.0,1.0,68.5,2.0,5449.482895783612,4.0
Super built-up  Area,Sarjapur,650.0,1.0,2.0,19.87,1.0,3056.923076923077,2.0
Super built-up  Area,Whitefield,1850.0,3.0,2.0,150.0,3.0,8108.108108108108,6.0
Built-up  Area,Other,2800.0,4.0,1.0,200.0,4.0,7142.857142857143,8.0
Built-up  Area,Vidyaranyapura,945.0,2.0,2.0,40.0,2.0,4232.804232804233,4.0
Super built-up  Area,Koramangala,1161.0,2.0,1.0,63.85,2.0,5499.569336778639,4.0
Super built-up  Area,Banashankari Stage V,1630.0,3.0,2.0,51.35,3.0,3150.306748466258,6.0
Super built-up  Area,Jalahalli,1310.0,2.0,2.0,60.0,3.0,4580.152671755725,5.0
Super built-up  Area,Other,750.0,2.0,1.0,28.0,2.0,3733.3333333333335,4.0
Plot  Area,Whitefield,1200.0,3.0,1.0,67.77,3.0,5647.5,6.0
Super built-up  Area,Other,1000.0,2.0,1.0,45.0,2.0,4500.0,4.0
Plot  Area,Old Madras Road,4000.0,4.0,2.0,225.0,4.0,5625.0,8.0
Built-up  Area,Nagavara,1315.0,2.0,2.0,70.0,2.0,5323.19391634981,4.0
Super built-up  Area,Sahakara Nagar,1370.0,2.0,2.0,90.0,3.0,6569.343065693431,5.0
Built-up  Area,Bellandur,1465.0,3.0,3.0,90.0,2.0,6143.344709897611,5.0
Plot  Area,JP Nagar,20000.0,3.0,2.0,175.0,3.0,875.0,6.0
Super built-up  Area,Electronic City,1128.0,2.0,1.0,64.0,2.0,5673.758865248227,4.0
Super built-up  Area,Padmanabhanagar,1250.0,2.0,2.0,70.0,3.0,5600.0,5.0
Super built-up  Area,Horamavu Agara,1284.0,2.0,2.0,75.0,3.0,5841.121495327103,5.0
Super built-up  Area,Hebbal,2600.0,3.0,2.0,199.0,3.0,7653.846153846154,6.0
Super built-up  Area,Kodigehalli,1820.0,3.0,2.0,150.0,3.0,8241.758241758242,6.0
Super built-up  Area,Haralur Road,1580.0,3.0,1.0,73.0,3.0,4620.2531645569625,6.0
Built-up  Area,Akshaya Nagar,2650.0,3.0,2.0,125.0,3.0,4716.981132075472,6.0
Super built-up  Area,Uttarahalli,1075.0,2.0,1.0,40.0,2.0,3720.9302325581393,4.0
Super built-up  Area,R.T. Nagar,1400.0,2.0,3.0,78.0,3.0,5571.428571428572,5.0
Super built-up  Area,Subramanyapura,1400.0,2.0,1.0,55.0,3.0,3928.5714285714284,5.0
Built-up  Area,Bisuvanahalli,845.0,2.0,1.0,30.0,2.0,3550.2958579881656,4.0
Super built-up  Area,Hegde Nagar,2600.0,4.0,3.0,40.0,4.0,1538.4615384615386,8.0
Built-up  Area,Sarjapur,3854.5,6.0,0.0,385.5,4.0,10001.297185108315,10.0
Super built-up  Area,Other,800.0,2.0,1.0,85.0,2.0,10625.0,4.0
Super built-up  Area,Gunjur,1175.0,2.0,2.0,43.48,2.0,3700.425531914894,4.0
Plot  Area,Sahakara Nagar,2400.0,3.0,2.0,270.0,3.0,11250.0,6.0
Super built-up  Area,Bellandur,1767.0,3.0,2.0,109.0,3.0,6168.647425014148,6.0
Super built-up  Area,Sarjapur  Road,1800.0,3.0,1.0,90.0,4.0,5000.0,7.0
Plot  Area,R.T. Nagar,1200.0,3.0,2.0,140.0,3.0,11666.666666666666,6.0
Super built-up  Area,Rajaji Nagar,1613.0,3.0,0.0,150.0,3.0,9299.442033477992,6.0
Super built-up  Area,Jakkur,6830.0,5.0,2.0,795.0,4.0,11639.824304538799,9.0
Built-up  Area,Whitefield,1290.0,2.0,0.0,90.0,2.0,6976.7441860465115,4.0
Super built-up  Area,Kasavanhalli,1375.0,2.0,1.0,78.0,2.0,5672.727272727273,4.0
Super built-up  Area,Other,985.0,2.0,2.0,57.0,2.0,5786.802030456853,4.0
Plot  Area,Other,1200.0,4.0,1.0,200.0,4.0,16666.666666666668,8.0
Super built-up  Area,Singasandra,1099.0,2.0,1.0,37.5,2.0,3412.1929026387625,4.0
Super built-up  Area,Electronic City,605.0,1.0,0.0,13.31,1.0,2200.0,2.0
Super built-up  Area,Other,6000.0,12.0,2.0,150.0,11.0,2500.0,23.0
Built-up  Area,Other,3600.0,7.0,3.0,160.0,7.0,4444.444444444444,14.0
Super built-up  Area,Marathahalli,1200.0,2.0,1.0,53.0,2.0,4416.666666666667,4.0
Built-up  Area,Hulimavu,1000.0,2.0,1.0,45.0,2.0,4500.0,4.0
Super built-up  Area,Electronic City,1159.0,2.0,3.0,38.0,3.0,3278.688524590164,5.0
Super built-up  Area,Sarjapur  Road,3692.0,5.0,2.0,340.0,5.0,9209.100758396533,10.0
Plot  Area,Other,600.0,2.0,1.0,80.0,2.0,13333.333333333334,4.0
Plot  Area,Other,2400.0,4.0,3.0,600.0,4.0,25000.0,8.0
Built-up  Area,BTM Layout,1540.0,2.0,2.0,78.0,3.0,5064.935064935065,5.0
Built-up  Area,Other,1503.0,2.0,2.0,93.0,3.0,6187.624750499002,5.0
Super built-up  Area,Ambedkar Nagar,1850.0,4.0,2.0,120.0,3.0,6486.486486486487,7.0
Built-up  Area,Uttarahalli,1580.0,3.0,1.0,60.0,3.0,3797.46835443038,6.0
Super built-up  Area,Mico Layout,1190.0,2.0,2.0,39.25,2.0,3298.3193277310925,4.0
Plot  Area,Other,1200.0,2.0,1.0,61.0,2.0,5083.333333333333,4.0
Super built-up  Area,Jakkur,850.0,1.0,1.0,19.9,2.0,2341.176470588235,3.0
Super built-up  Area,Domlur,2180.0,3.0,2.0,285.0,3.0,13073.394495412844,6.0
Super built-up  Area,Other,2500.0,2.0,1.0,60.0,3.0,2400.0,5.0
Plot  Area,ITPL,1200.0,3.0,1.0,56.12,3.0,4676.666666666667,6.0
Super built-up  Area,Other,1500.0,2.0,2.0,52.0,3.0,3466.6666666666665,5.0
Super built-up  Area,Thanisandra,1880.0,3.0,3.0,120.0,3.0,6382.978723404255,6.0
Super built-up  Area,Padmanabhanagar,1150.0,2.0,2.0,45.0,2.0,3913.0434782608695,4.0
Plot  Area,Kasavanhalli,4408.0,4.0,2.0,344.0,4.0,7803.992740471869,8.0
Super built-up  Area,Sarjapur  Road,7800.0,6.0,2.0,385.0,5.0,4935.897435897436,11.0
Built-up  Area,Karuna Nagar,1962.0,3.0,2.0,175.0,3.0,8919.469928644241,6.0
Super built-up  Area,Other,1765.0,3.0,2.0,77.27,3.0,4377.903682719547,6.0
Super built-up  Area,Attibele,1174.0,2.0,1.0,29.35,2.0,2500.0,4.0
Super built-up  Area,Bannerghatta Road,1894.0,3.0,1.0,115.0,3.0,6071.805702217529,6.0
Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,142.0,3.0,8068.181818181818,6.0
Built-up  Area,Other,1768.0,3.0,3.0,95.0,3.0,5373.303167420814,6.0
Built-up  Area,Kothanur,1790.0,3.0,0.0,97.0,3.0,5418.994413407821,6.0
Plot  Area,Other,3500.0,5.0,1.0,800.0,4.0,22857.14285714286,9.0
Plot  Area,Whitefield,1200.0,2.0,1.0,45.0,2.0,3750.0,4.0
Built-up  Area,Kengeri,2540.0,4.0,0.0,160.0,4.0,6299.212598425197,8.0
Super built-up  Area,Mahadevpura,1137.0,2.0,1.0,53.4,2.0,4696.5699208443275,4.0
Super built-up  Area,Mysore Road,1568.0,2.0,2.0,100.0,3.0,6377.551020408163,5.0
Built-up  Area,Devanahalli,4920.0,4.0,0.0,393.5,4.0,7997.967479674797,8.0
Super built-up  Area,AECS Layout,1308.0,2.0,1.0,60.0,2.0,4587.155963302752,4.0
Super built-up  Area,Other,3060.0,4.0,2.0,350.0,4.0,11437.908496732027,8.0
Super built-up  Area,Bisuvanahalli,1200.0,2.0,1.0,41.0,3.0,3416.6666666666665,5.0
Super built-up  Area,Other,800.0,1.0,2.0,32.0,1.0,4000.0,2.0
Super built-up  Area,Electronic City,530.0,1.0,1.0,13.5,1.0,2547.169811320755,2.0
Plot  Area,Other,3000.0,6.0,3.0,145.0,7.0,4833.333333333333,13.0
Plot  Area,Other,1200.0,4.0,1.0,235.0,4.0,19583.333333333332,8.0
Super built-up  Area,Subramanyapura,958.0,2.0,1.0,33.53,2.0,3500.0,4.0
Super built-up  Area,Talaghattapura,2273.0,3.0,3.0,159.0,3.0,6995.160580730312,6.0
Super built-up  Area,Thanisandra,760.0,1.0,2.0,50.0,1.0,6578.9473684210525,2.0
Super built-up  Area,Dommasandra,1090.0,2.0,2.0,43.5,2.0,3990.8256880733943,4.0
Super built-up  Area,Bellandur,2666.0,3.0,1.0,230.0,3.0,8627.156789197299,6.0
Super built-up  Area,Sarjapur  Road,1550.0,2.0,1.0,89.0,3.0,5741.935483870968,5.0
Super built-up  Area,Ramagondanahalli,1251.0,2.0,1.0,50.0,2.0,3996.802557953637,4.0
Super built-up  Area,Electronic City,1070.0,2.0,1.0,53.0,2.0,4953.271028037383,4.0
Super built-up  Area,Kalena Agrahara,1200.0,2.0,2.0,45.0,2.0,3750.0,4.0
Built-up  Area,CV Raman Nagar,1435.0,2.0,2.0,60.0,3.0,4181.184668989547,5.0
Built-up  Area,Bommasandra,1400.0,2.0,3.0,45.0,3.0,3214.285714285714,5.0
Super built-up  Area,Judicial Layout,2330.0,3.0,2.0,94.71,4.0,4064.8068669527897,7.0
Super built-up  Area,Thanisandra,1200.0,2.0,3.0,60.0,2.0,5000.0,4.0
Super built-up  Area,Panathur,1000.0,2.0,2.0,40.0,2.0,4000.0,4.0
Super built-up  Area,Bannerghatta Road,1655.0,2.0,2.0,62.89,3.0,3800.0,5.0
Built-up  Area,Raja Rajeshwari Nagar,3600.0,9.0,3.0,240.0,9.0,6666.666666666667,18.0
Plot  Area,Other,600.0,1.0,1.0,35.0,1.0,5833.333333333333,2.0
Super built-up  Area,Electronics City Phase 1,1175.0,2.0,1.0,50.0,2.0,4255.31914893617,4.0
Super built-up  Area,Uttarahalli,1155.0,2.0,2.0,40.43,2.0,3500.4329004329006,4.0
Plot  Area,Magadi Road,1200.0,3.0,2.0,98.0,3.0,8166.666666666667,6.0
Super built-up  Area,Budigere,1149.0,2.0,2.0,65.0,2.0,5657.093124456049,4.0
Plot  Area,Choodasandra,3200.0,4.0,2.0,375.0,4.0,11718.75,8.0
Super built-up  Area,Other,1010.0,2.0,2.0,55.0,2.0,5445.544554455446,4.0
Super built-up  Area,Hegde Nagar,1718.0,3.0,2.0,119.0,3.0,6926.6589057043075,6.0
Super built-up  Area,Other,650.0,1.0,1.0,20.0,2.0,3076.923076923077,3.0
Super built-up  Area,Banashankari,1330.0,2.0,2.0,77.0,2.0,5789.473684210527,4.0
Super built-up  Area,Hormavu,1200.0,2.0,2.0,68.0,2.0,5666.666666666667,4.0
Super built-up  Area,Bannerghatta Road,1693.0,3.0,2.0,89.0,3.0,5256.940342587123,6.0
Super built-up  Area,Koramangala,1249.0,2.0,1.0,165.0,2.0,13210.56845476381,4.0
Built-up  Area,Thanisandra,1800.0,4.0,1.0,125.0,3.0,6944.444444444444,7.0
Plot  Area,Margondanahalli,900.0,2.0,0.0,55.0,2.0,6111.111111111111,4.0
Super built-up  Area,NGR Layout,1020.0,2.0,1.0,46.0,2.0,4509.803921568628,4.0
Super built-up  Area,Amruthahalli,1700.0,3.0,2.0,77.0,3.0,4529.411764705882,6.0
Built-up  Area,Panathur,661.0,1.0,1.0,40.0,1.0,6051.437216338881,2.0
Super built-up  Area,Bannerghatta Road,1280.0,2.0,2.0,60.16,2.0,4700.0,4.0
Super built-up  Area,Hosur Road,1170.0,2.0,1.0,48.0,2.0,4102.5641025641025,4.0
Super built-up  Area,Thanisandra,933.0,2.0,1.0,58.0,1.0,6216.505894962486,3.0
Built-up  Area,Sarjapur  Road,1150.0,2.0,0.0,44.0,2.0,3826.086956521739,4.0
Super built-up  Area,Benson Town,3633.0,6.0,2.0,550.0,4.0,15139.003578309937,10.0
Super built-up  Area,Rajaji Nagar,1380.0,3.0,3.0,130.0,3.0,9420.289855072464,6.0
Built-up  Area,Banjara Layout,1050.0,2.0,1.0,64.8,2.0,6171.428571428572,4.0
Super built-up  Area,Other,1080.0,2.0,1.0,37.8,2.0,3499.9999999999995,4.0
Super built-up  Area,Harlur,1303.0,2.0,1.0,90.0,2.0,6907.137375287797,4.0
Super built-up  Area,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,2.0,3389.632107023411,4.0
Built-up  Area,Nagarbhavi,2500.0,3.0,2.0,180.0,5.0,7200.0,8.0
Super built-up  Area,Bommanahalli,1250.0,3.0,2.0,41.0,3.0,3280.0,6.0
Super built-up  Area,Akshaya Nagar,1419.0,2.0,3.0,87.0,3.0,6131.0782241014795,5.0
Super built-up  Area,Banashankari,1200.0,2.0,3.0,49.0,2.0,4083.3333333333335,4.0
Built-up  Area,7th Phase JP Nagar,1120.0,2.0,2.0,65.0,2.0,5803.571428571428,4.0
Super built-up  Area,Electronics City Phase 1,762.5,1.0,0.0,45.4,1.0,5954.098360655737,2.0
Super built-up  Area,Electronics City Phase 1,1245.0,2.0,1.0,75.0,2.0,6024.096385542169,4.0
Built-up  Area,Other,3978.0,4.0,3.0,428.0,4.0,10759.175465057819,8.0
Super built-up  Area,Channasandra,1093.0,2.0,1.0,34.0,2.0,3110.704483074108,4.0
Super built-up  Area,Electronic City,1025.0,1.0,1.0,26.63,2.0,2598.048780487805,3.0
Super built-up  Area,Hebbal,1345.0,2.0,1.0,97.0,2.0,7211.8959107806695,4.0
Plot  Area,Other,1500.0,2.0,1.0,45.0,2.0,3000.0,4.0
Super built-up  Area,Vijayanagar,1180.0,2.0,1.0,86.0,2.0,7288.135593220339,4.0
Super built-up  Area,NGR Layout,1020.0,2.0,1.0,48.45,2.0,4750.0,4.0
Super built-up  Area,Other,1800.0,3.0,3.0,85.0,3.0,4722.222222222223,6.0
Super built-up  Area,Konanakunte,3621.0,4.0,1.0,511.0,4.0,14112.123722728527,8.0
Super built-up  Area,Other,2008.0,3.0,2.0,170.0,3.0,8466.135458167331,6.0
Super built-up  Area,Kothannur,1240.0,2.0,2.0,39.85,3.0,3213.7096774193546,5.0
Super built-up  Area,CV Raman Nagar,1020.0,2.0,1.0,55.0,2.0,5392.156862745098,4.0
Super built-up  Area,Other,2095.0,3.0,2.0,142.0,3.0,6778.042959427207,6.0
Super built-up  Area,Gunjur,1362.0,3.0,2.0,62.63,3.0,4598.384728340676,6.0
Super built-up  Area,Yelahanka,694.0,1.0,0.0,30.84,1.0,4443.804034582133,2.0
Super built-up  Area,Vittasandra,1404.0,2.0,2.0,70.0,2.0,4985.754985754986,4.0
Super built-up  Area,Electronic City Phase II,1192.0,2.0,3.0,47.0,3.0,3942.953020134228,5.0
Super built-up  Area,Vittasandra,1259.0,2.0,1.0,67.48,2.0,5359.809372517871,4.0
Super built-up  Area,Kengeri,1000.0,2.0,2.0,34.0,2.0,3400.0,4.0
Super built-up  Area,Rachenahalli,985.0,2.0,1.0,49.97,2.0,5073.096446700508,4.0
Built-up  Area,Indira Nagar,850.0,1.0,2.0,60.0,1.0,7058.823529411765,2.0
Built-up  Area,Uttarahalli,1650.0,2.0,1.0,50.0,3.0,3030.3030303030305,5.0
Plot  Area,Rajaji Nagar,2400.0,3.0,1.0,320.0,5.0,13333.333333333334,8.0
Super built-up  Area,Sarjapur  Road,1900.0,4.0,1.0,180.0,3.0,9473.684210526315,7.0
Super built-up  Area,Ambedkar Nagar,1367.0,2.0,2.0,86.0,2.0,6291.148500365764,4.0
Super built-up  Area,Rajaji Nagar,1210.0,2.0,2.0,81.0,3.0,6694.214876033057,5.0
Super built-up  Area,Other,1190.0,2.0,1.0,48.6,2.0,4084.0336134453783,4.0
Super built-up  Area,Sarjapur,1175.0,2.0,2.0,42.0,2.0,3574.468085106383,4.0
Super built-up  Area,R.T. Nagar,2800.0,4.0,2.0,400.0,4.0,14285.714285714286,8.0
Super built-up  Area,Whitefield,1140.0,2.0,2.0,40.0,2.0,3508.7719298245615,4.0
Super built-up  Area,Hoskote,1095.0,2.0,2.0,33.6,2.0,3068.4931506849316,4.0
Super built-up  Area,Attibele,782.0,1.0,0.0,19.55,1.0,2500.0,2.0
Super built-up  Area,Gubbalala,1435.0,2.0,2.0,80.0,3.0,5574.912891986062,5.0
Super built-up  Area,Choodasandra,725.0,2.0,2.0,36.0,2.0,4965.517241379311,4.0
Built-up  Area,Other,1600.0,2.0,2.0,88.0,3.0,5500.0,5.0
Super built-up  Area,Hosakerehalli,3205.0,4.0,2.0,300.0,4.0,9360.374414976599,8.0
Super built-up  Area,Nehru Nagar,1674.0,3.0,2.0,90.0,3.0,5376.344086021505,6.0
